index,title,author,dynasty,content,favor
77,草书歌行,李白,唐,左盘右蹙如惊电，状同楚汉相攻战。古来万事贵天生，何必要公孙大娘浑脱舞。墨池飞出北溟鱼，笔锋杀尽中山兔。八月九月天气凉，酒徒词客满高堂。怳怳如闻神鬼惊，时时只见龙蛇走。飘风骤雨惊飒飒，落花飞雪何茫茫！张颠老死不足数，我师此义不师古。笺麻素绢排数箱，宣州石砚墨色光。王逸少，张伯英，古来几许浪得名。少年上人号怀素，草书天下称独步。吾师醉后倚绳床，须臾扫尽数千张。起来向壁不停手，一行数字大如斗。湖南七郡凡几家，家家屏障书题遍。,961.0
78,长干行二首,李白,唐,感此伤妾心，坐愁红颜老。去来悲如何，见少离别多。其二低头向暗壁，千唤不一回。同居长干里，两小无嫌猜。忆妾深闺里，烟尘不曾识。常存抱柱信，岂上望夫台。妾发初覆额，折花门前剧。淼淼暗无边，行人在何处。苔深不能扫，落叶秋风早。十六君远行，瞿塘滟滪堆。八月西风起，想君发扬子。八月蝴蝶黄，双飞西园草。十四为君妇，羞颜未尝开。门前迟行迹，一一生绿苔。湘潭几日到，妾梦越风波。自怜十五余，颜色桃花红。其一郎骑竹马来，绕床弄青梅。相迎不道远，直至长风沙。好乘浮云骢，佳期兰渚东。鸳鸯绿蒲上，翡翠锦屏中。昨夜狂风度，吹折江头树。早晚下三巴，预将书报家。嫁与长干人，沙头候风色。十五始展眉，愿同尘与灰。五月南风兴，思君下巴陵。五月不可触，猿声天上哀。那作商人妇，愁水复愁风。,935.0
79,长门怨二首,李白,唐,天回北斗挂西楼，金屋无人萤火流。月光欲到长门殿，别作深宫一段愁。桂殿长愁不记春，黄金四屋起秋尘。夜悬明镜青天上，独照长门宫里人。,876.0
80,长相思（其一）,李白,唐,美人如花隔云端！孤灯不明思欲绝，卷帷望月空长叹。上有青冥之长天，下有渌水之波澜。天长路远魂飞苦，梦魂不到关山难。络纬秋啼金井阑，微霜凄凄簟色寒。长相思，摧心肝！长相思，在长安。,305.0
81,嘲鲁儒,李白,唐,缓步从直道，未行先起尘。足著远游履，首戴方山巾。秦家丞相府，不重褒衣人。鲁叟谈五经，白发死章句。君非叔孙通，与我本殊伦。时事且未达，归耕汶水滨。问以经济策，茫如坠烟雾。,467.0
82,春思,李白,唐,当君怀归日，是妾断肠时。燕草如碧丝，秦桑低绿枝。春风不相识，何事入罗帏。,770.0
83,春夜洛城闻笛,李白,唐,谁家玉笛暗飞声，散入春风满洛城。此夜曲中闻折柳，何人不起故园情。,989.0
84,从军行（其二）,李白,唐,突营射杀呼延将，独领残兵千骑归。百战沙场碎铁衣，城南已合数重围。,888.0
85,从军行（其一）,李白,唐,鼓声鸣海上，兵气拥云间。从军玉门道，逐虏金微山。愿斩单于首，长驱静铁关。笛奏梅花曲，刀开明月环。,957.0
86,答王十二寒夜独酌有怀,李白,唐,吟诗作赋北窗里，万言不直一杯水。《巴人》谁肯和《阳春》，楚地犹来贱奇璞。《折杨》《黄华》合流俗，晋君听琴枉《清角》。一生傲岸苦不谐，恩疏媒劳志多乖。昨夜吴中雪，子猷佳兴发。怀余对酒夜霜白，玉床金井冰峥嵘。世人闻此皆掉头，有如东风射马耳。黄金散尽交不成，白首为儒身被轻。鱼目亦笑我，谓与明月同。一谈一笑失颜色，苍蝇贝锦喧谤声。骅骝拳跼不能食，蹇驴得志鸣春风。与君论心握君手，荣辱于余亦何有？孔圣犹闻伤凤麟，董龙更是何鸡狗！达亦不足贵，穷亦不足悲。君不能狸膏金距学斗鸡，坐令鼻息吹虹霓。严陵高揖汉天子，何必长剑拄颐事玉阶。少年早欲五湖去，见此弥将钟鼎疏。韩信羞将绛灌比，祢衡耻逐屠沽儿。人生飘忽百年内，且须酣畅万古情。曾参岂是杀人者？谗言三及慈母惊。君不能学哥舒，横行青海夜带刀，西屠石堡取紫袍。孤月沧浪河汉清，北斗错落长庚明。君不见裴尚书，土坟三尺蒿棘居！万里浮云卷碧山，青天中道流孤月。君不见李北海，英风豪气今何在！,59.0
87,大堤曲,李白,唐,佳期大堤下，泪向南云满。汉水临襄阳，花开大堤暖。不见眼中人，天长音信断。春风无复情，吹我梦魂散。,521.0
88,当涂赵炎少府粉图山水歌,李白,唐,心摇目断兴难尽，几时可到三山巅。名公绎思挥彩笔，驱山走海置眼前。讼庭无事罗众宾，杳然如在丹青里。满堂空翠如可扫，赤城霞气苍梧烟。南昌仙人赵夫子，妙年历落青云士。征帆不动亦不旋，飘如随风落天边。峨眉高出西极天，罗浮直与南溟连。若待功成拂衣去，武陵桃花笑杀人。此中冥昧失昼夜，隐几寂听无鸣蝉。西峰峥嵘喷流泉，横石蹙水波潺湲。长松之下列羽客，对坐不语南昌仙。五色粉图安足珍，真仙可以全吾身。东崖合沓蔽轻雾，深林杂树空芊绵。惊涛汹涌向何处，孤舟一去迷归年。洞庭潇湘意渺绵，三江七泽情洄沿。,825.0
89,登高丘而望远,李白,唐,登高丘，望远海。六鳌骨已霜，三山流安在？扶桑半摧折，白日沈光彩。银台金阙如梦中，秦皇汉武空相待。精卫费木石，鼋鼍无所凭。君不见骊山茂陵尽灰灭，牧羊之子来攀登。盗贼劫宝玉，精灵竟何能？穷兵黩武今如此，鼎湖飞龙安可乘？,994.0
90,登金陵凤凰台,李白,唐,三山半落青天外，二水中分白鹭洲。凤凰台上凤凰游，凤去台空江自流。总为浮云能蔽日，长安不见使人愁。吴宫花草埋幽径，晋代衣冠成古丘。,422.0
91,登太白峰,李白,唐,愿乘泠风去，直出浮云间。举手可近月，前行若无山。一别武功去，何时复更还？西上太白峰，夕阳穷登攀。太白与我语，为我开天关。,153.0
92,丁督护歌,李白,唐,君看石芒砀，掩泪悲千古。云阳上征去，两岸饶商贾。吴牛喘月时，拖船一何苦。万人凿盘石，无由达江浒。一唱都护歌，心摧泪如雨。水浊不可饮，壶浆半成土。,469.0
93,东鲁门泛舟二首,李白,唐,轻舟泛月寻溪转，疑是山阴雪后来。日落沙明天倒开，波摇石动水萦回。若教月下乘舟去，何啻风流到剡溪。水作青龙盘石堤，桃花夹岸鲁门西。,424.0
94,独漉篇,李白,唐,不见月尚可，水深行人没。我欲弯弓向天射，惜其中道失归路。为君一击，鹏抟九天。雄剑挂壁，时时龙鸣。不断犀象，绣涩苔生。落叶别树，飘零随风。罗帏舒卷，似有人开。国耻未雪，何由成名。独漉水中泥，水浊不见月。明月直入，无心可猜。客无所托，悲与此同。越鸟从南来，胡鹰亦北渡。神鹰梦泽，不顾鸱鸢。,307.0
95,独坐敬亭山,李白,唐,相看两不厌，只有敬亭山。众鸟高飞尽，孤云独去闲。,340.0
96,渡荆门送别,李白,唐,渡远荆门外，来从楚国游。山随平野尽，江入大荒流。月下飞天镜，云生结海楼。仍怜故乡水，万里送行舟。,171.0
97,短歌行,李白,唐,吾欲揽六龙，回车挂扶桑。天公见玉女，大笑亿千场。北斗酌美酒，劝龙各一觞。富贵非所愿，与人驻颜光。苍穹浩茫茫，万劫太极长。麻姑垂两鬓，一半已成霜。白日何短短，百年苦易满。,92.0
98,对酒忆贺监二首,李白,唐,四明有狂客，风流贺季真。长安一相见，呼我谪仙人。昔好杯中物，翻为松下尘。金龟换酒处，却忆泪沾巾。狂客归四明，山阴道士迎。敕赐镜湖水，为君台沼荣。人亡余故宅，空有荷花生。念此杳如梦，凄然伤我情。,160.0
99,峨眉山月歌,李白,唐,峨眉山月半轮秋，影入平羌江水流。夜发清溪向三峡，思君不见下渝州。,1000.0
100,访戴天山道士不遇,李白,唐,树深时见鹿，溪午不闻钟。犬吠水声中，桃花带露浓。无人知所去，愁倚两三松。野竹分青霭，飞泉挂碧峰。,497.0
101,宫中行乐词八首（其三）,李白,唐,卢橘为秦树，蒲桃出汉宫。烟花宜落日，丝管醉春风。笛奏龙吟水，箫吟凤下空。君王多乐事，还与万方同。,982.0
102,宫中行乐词八首,李白,唐,今日明光里，还须结伴游。春风开紫殿，天乐下朱楼。艳舞全知巧，娇歌半欲羞。更怜花月夜，宫女笑藏钩。其二小小生金屋，盈盈在紫微。山花插宝髻，石竹绣罗衣。每出深宫里，常随步辇归。只愁歌舞散，化作彩云飞。其四柳色黄金嫩，梨花白雪香。玉楼巢翡翠，金殿锁鸳鸯。选妓随雕辇，征歌出洞房。宫中谁第一，飞燕在昭阳。其三玉树春归日，金宫乐事多。后庭朝未入，轻辇夜相过。笑出花间语，娇来竹下歌。莫教明月去，留著醉嫦娥。其六其一水绿南薰殿，花红北阙楼。莺歌闻太液，凤吹绕瀛洲。素女鸣珠佩，天人弄彩球。今朝风日好，宜入未央游。其五卢橘为秦树，蒲桃出汉宫。烟花宜落日，丝管醉春风。笛奏龙吟水，箫鸣凤下空。君王多乐事，还与万方同。寒雪梅中尽，春风柳上归。宫莺娇欲醉，檐燕语还飞。迟日明歌席，新花艳舞衣。晚来移彩仗，行乐泥光辉。绣户香风暖，纱窗曙色新。宫花争笑日，池草暗生春。绿树闻歌鸟，青楼见舞人。昭阳桃李月，罗绮自相亲。其八其七,579.0
103,估客行,李白,唐,譬如云中鸟，一去无踪迹。海客乘天风，将船远行役。,928.0
104,古风其三十五,李白,唐,大雅思文丧，颂声久崩沦。寿陵失本步，笑杀邯郸人。棘刺造沐猴，三年费精神。功成无所用，楚楚且华身。安得郢中质，一挥成斧斤。一曲斐然子，雕虫丧天真。丑女来效颦，还家惊四邻。,38.0
105,古风其二十四,李白,唐,世无洗耳翁，谁知尧与跖！中贵多黄金，连云开甲宅。鼻息干虹霓，行人皆怵惕。路逢斗鸡者，冠盖何辉赫。大车扬飞尘，亭午暗阡陌。,313.0
106,古风·大雅久不作,李白,唐,扬马激颓波，开流荡无垠。圣代复元古，垂衣贵清真。大雅久不作，吾衰竟谁陈？正声何微茫，哀怨起骚人。自从建安来，绮丽不足珍。我志在删述，垂辉映千春。废兴虽万变，宪章亦已沦。文质相炳焕，众星罗秋旻。龙虎相啖食，兵戈逮狂秦。希圣如有立，绝笔于获麟。王风委蔓草，战国多荆榛。群才属休明，乘运共跃鳞。,528.0
107,古风其六,李白,唐,惊沙乱海日。情性有所习。今戍龙庭前。忠诚难可宣。谁怜李飞将。昔别雁门关。心魂逐旌旃。白首没三边。越禽不恋燕。飞雪迷胡天。虮虱生虎鹖。苦战功不龙。土风固其然。代马不思越。,909.0
108,古风（其三十九）,李白,唐,登高望四海，天地何漫漫。霜被群物秋，风飘大荒寒。荣华东流水，万事皆波澜。白日掩徂辉，浮云无定端。梧桐巢燕雀，枳棘栖鸳鸾。且复归去来，剑歌行路难。,274.0
109,古风·胡关饶风沙,李白,唐,荒城空大漠，边邑无遗堵。赫怒我圣皇，劳师事鼙鼓。不见征戍儿，岂知关山苦。白骨横千霜，嵯峨蔽榛莽。木落秋草黄，登高望戎虏。且悲就行役，安得营农圃。李牧今不在，边人饲豺虎。借问谁凌虐，天骄毒威武。胡关饶风沙，萧索竟终古。阳和变杀气，发卒骚中土。三十六万人，哀哀泪如雨。,888.0
110,古风（其四十九）,李白,唐,美人出南国，灼灼芙蓉姿。皓齿终不发，芳心空自持。由来紫宫女，共妒青蛾眉。归去潇湘沚，沉吟何足悲。,386.0
111,古风·齐有倜傥生,李白,唐,齐有倜傥生，鲁连特高妙。明月出海底，一朝开光曜。却秦振英声，后世仰末照。意轻千金赠，顾向平原笑。吾亦澹荡人，拂衣可同调。,164.0
112,古风（其三）,李白,唐,鬐鬣蔽青天，何由睹蓬莱？收兵铸金人，函谷正东开。额鼻象五岳，扬波喷云雷。铭功会稽岭，骋望琅琊台。但见三泉下，金棺葬寒灰。挥剑决浮云，诸侯尽西来。明断自天启，大略驾群才。连弩射海鱼，长鲸正崔嵬。尚采不死药，茫然使心哀。徐氏载秦女，楼船几时回？秦王扫六合，虎视何雄哉！刑徒七十万，起土骊山隈。,279.0
113,古风其十二,李白,唐,清风洒六合。心与浮云闲。长揖万乘君。冥栖岩石间。还归富春山。身将客星隐。使我长叹息。邈然不可攀。松柏本孤直。垂钓沧波间。难为桃李颜。昭昭严子陵。,69.0
114,古风（其四十七）,李白,唐,桃花开东园，含笑夸白日。偶蒙东风荣，生此艳阳质。岂无佳人色，但恐花不实。宛转龙火飞，零落早相失。讵知南山松，独立自萧飋。,605.0
115,古风其十八,李白,唐,绿珠成衅雠。月落西上阳。香风引赵舞。自古多愆尤。七十紫鸳鸯。列鼎错珍羞。入门上高堂。黄金络马头。散发棹扁舟。清管随齐讴。千门桃与李。鸡鸣海色动。何如鸱夷子。年年桥上游。新人非旧人。古今相续流。衣冠照云日。朝为断肠花。鞍马如飞龙。天津三月时。余辉半城楼。双双戏庭幽。朝下散皇州。前水复后水。自言度千秋。行人皆辟易。暮逐东流水。行乐争昼夜。志气横嵩丘。黄犬空叹息。功成身不退。谒帝罗公侯。,648.0
116,古风（其十九）,李白,唐,恍恍与之去，驾鸿凌紫冥。邀我登云台，高揖卫叔卿。西上莲花山，迢迢见明星。俯视洛阳川，茫茫走胡兵。素手把芙蓉，虚步蹑太清。霓裳曳广带，飘拂升天行。流血涂野草，豺狼尽冠缨。,100.0
117,古风其八,李白,唐,绿帻谁家子。冶游方及时。晚献长杨辞。咸阳二三月。意气人所仰。但为此辈嗤。宫柳黄金枝。草玄鬓若丝。白马骄且驰。赋达身已老。日暮醉酒归。卖珠轻薄儿。投阁良可叹。子云不晓事。,548.0
118,古风·其十五,李白,唐,剧辛方赵至，邹衍复齐来。珠玉买歌笑，糟糠养贤才。方知黄鹄举，千里独徘徊。奈何青云士，弃我如尘埃。燕昭延郭隗，遂筑黄金台。,807.0
119,古风其四十六,李白,唐,举动摇白日，指挥回青天。斗鸡金宫里，蹴鞠瑶台边。一百四十年，国容何赫然。独有扬执戟，闭关草太玄。王侯象星月，宾客如云烟。隐隐五凤楼，峨峨横三川。当涂何翕忽，失路长弃捐。,185.0
120,古风其五十四,李白,唐,倚剑登高台。蒿下盈万族。凤鸟鸣西海。穷途方恸哭。鸒斯得所居。苍榛蔽层丘。晋风日已颓。悠悠送春目。欲集无珍木。琼草隐深谷。,523.0
121,古风·其一,李白,唐,泣尽继以血，心摧两无声。天地皆得一，澹然四海清。怯卒非战士，炎方难远行。借问此何为？答言楚征兵；千去不一还，投躯岂全身？白日曜紫微，三公运权衡；长号别严亲，日月惨光晶。喧呼救边急，群鸟皆夜鸣。困兽当猛虎，穷鱼饵奔鲸；如何舞干戚，一使有苗乎！羽檄如流星，虎符合专城；渡泸及五月，将赴云南征。,305.0
122,古风其五十三,李白,唐,战国何纷纷。兵戈乱浮云。树党自相群。晋为六卿分。果然田成子。奸臣欲窃位。一旦杀齐君。赵倚两虎斗。,558.0
